V1,MEX_A01_02,MEX_A03,MEX_B05_06,MEX_B07_08,MEX_B09,MEX_C10T12,MEX_C13T15,MEX_C16,MEX_C17_18,MEX_C19,MEX_C20,MEX_C21,MEX_C22,MEX_C23,MEX_C24,MEX_C25,MEX_C26,MEX_C27,MEX_C28,MEX_C29,MEX_C30,MEX_C31T33,MEX_D,MEX_E,MEX_F,MEX_G,MEX_H49,MEX_H50,MEX_H51,MEX_H52,MEX_H53,MEX_I,MEX_J58T60,MEX_J61,MEX_J62_63,MEX_K,MEX_L,MEX_M,MEX_N,MEX_O,MEX_P,MEX_Q,MEX_R,MEX_S,MEX_T
MEX_A01_02,3186.3865,6.4625,0.3974,0.645,0.4605,16181.432,707.8624,1250.2531,1.9625,0.4562,158.5359,75.0182,194.5289,38.9319,0.5646,0.1311,4.3891,0.4562,0.0664,1.0801,0.3344,29.2135,0.269,0.113,160.7778,429.2184,0.7245,0.3149,0.0524,0.0595,0.0443,18.5181,0.0336,0.0228,0.0299,0.3719,6.8565,0.299,0.4718,3.679,17.2885,3.6849,0.2477,0.4346,0.0
MEX_A03,0.1995,8.1278,0.0196,0.0237,0.0217,280.7456,1.2009,0.0497,0.1836,0.0928,0.2777,0.9167,0.062,0.0521,0.1169,0.0602,0.4083,0.081,0.0924,0.3468,0.017,0.8402,0.025,0.0073,0.5543,6.9932,0.103,0.0056,0.0106,0.0076,0.0021,0.0711,0.0063,0.0273,0.0012,0.0107,0.0793,0.0187,0.0279,0.1146,0.016,1.0688,0.1336,0.0116,0.0
MEX_B05_06,0.0003,0.0,1518.3458,0.045,69.9941,0.0012,0.001,0.0,0.0001,21666.6848,10217.1751,1206.6106,0.0029,0.6296,204.3836,0.0039,0.0,2.3227,0.0039,0.003,0.0019,53.3195,1281.901,0.0,0.0101,0.0102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEX_B07_08,47.2734,23.4229,9.3336,266.3851,555.0414,93.0877,4.0707,0.197,23.4505,28.5802,475.2797,1.359,3.7413,2034.3697,1688.7918,2.2265,4.3066,8.4999,9.9808,13.328,0.2903,47.5761,326.076,11.4731,2397.5701,6.2439,6.8568,0.0243,0.0016,2.576,0.006,25.7467,0.0022,0.0166,0.0133,0.0277,0.7268,0.1367,0.2152,2.8146,0.0943,0.1331,0.0522,0.0064,0.0
MEX_B09,0.0553,0.0008,1174.6218,19.9621,7.8148,0.0922,0.0115,0.0005,0.0041,0.0338,0.0248,0.0006,0.009,0.0135,0.0086,0.0094,0.0381,0.0345,0.0036,0.0191,0.026,0.0098,0.0209,0.0089,72.5431,0.0547,0.0503,0.0246,0.0016,0.004,0.0035,0.0483,0.0022,0.0004,0.0019,0.028,0.5419,0.0123,0.0169,0.113,0.0941,0.1251,0.0059,0.0029,0.0
MEX_C10T12,1910.5141,30.5105,6.066,11.2098,3.4657,8330.056,304.9182,1.1612,44.7748,7.3143,157.52,95.3923,18.6472,15.3796,21.1808,13.6459,33.1339,14.206,8.6657,27.6639,1.7917,12.3833,9.1688,2.8887,39.516,396.6149,30.0612,2.3523,3.4825,5.9306,0.1853,1232.4101,11.6109,3.6222,7.0978,39.0977,11.6805,27.2176,28.7305,75.9,24.3048,76.4953,32.8802,10.9303,0.0
MEX_C13T15,43.848,4.6021,0.6809,3.9369,1.3571,124.4846,4009.0186,5.1517,212.827,15.9989,49.2037,2.2539,109.9907,37.1724,43.6084,38.9056,177.7241,43.0999,25.3502,1125.5714,14.6509,365.03,11.9503,5.2256,46.5814,361.9784,79.926,34.137,9.4123,36.0934,2.2763,98.3276,20.4765,2.6381,2.5484,9.2133,16.199,29.4675,66.0914,116.3655,22.0152,128.719,25.9772,16.9087,0.0
MEX_C16,24.0255,0.0645,6.7074,29.3227,50.0965,64.504,16.4035,292.5417,25.1244,6.011,18.234,5.2109,12.038,53.9515,20.8397,33.7286,201.9385,29.3243,18.1487,53.503,30.1278,793.0878,0.19,0.3456,726.9276,849.8497,0.772,0.2363,1.6899,1.4053,0.5515,0.7275,0.6806,9.106,0.2309,1.5256,5.0738,1.2944,2.1956,0.8472,0.6021,3.2305,3.673,0.8517,0.0
MEX_C17_18,54.808,0.3623,0.8097,2.6947,1.0957,694.658,184.8598,5.2828,2493.0764,16.4683,287.4786,70.1436,134.5209,267.6013,38.407,94.1329,437.2967,155.8185,52.4834,225.6589,11.0938,206.3809,9.7433,5.3145,74.4,601.4572,101.0512,31.6628,8.7519,100.8631,28.0672,144.5999,90.2704,12.8008,6.3291,315.4266,538.237,399.1387,602.2743,338.3798,124.5724,136.6256,45.2091,66.528,0.0
MEX_C19,465.3906,142.9327,263.3511,434.7872,78.5871,788.943,124.3433,37.7852,182.9274,3193.4651,801.3281,50.9776,130.1143,653.4515,570.1776,103.3042,70.0371,75.2337,46.6783,114.8614,10.8266,154.3273,1164.712,70.66,1012.4342,254.4756,6393.0068,60.3158,988.8883,64.7948,50.4929,335.6355,25.6514,292.3504,2.6514,8.261,440.0644,172.2332,139.093,661.6398,39.6769,152.0893,42.1813,95.6206,0.0
MEX_C20,1157.1281,37.7003,1617.2927,149.2299,217.5538,1228.676,674.9287,43.8716,599.1437,964.3637,6989.7051,1059.3472,2872.8746,783.5438,450.4303,254.4523,647.9005,351.2975,219.5608,595.4171,20.367,503.3176,1870.5046,261.0938,1093.7732,549.9191,172.3633,1.5806,40.4584,146.3806,3.3829,397.5884,96.6016,18.1594,19.7472,38.6597,692.3152,277.3437,332.0083,83.1885,55.6161,195.0278,114.4108,298.0781,0.0
MEX_C21,71.1268,0.362,11.5472,1.828,2.7587,110.5498,7.5304,0.4193,14.2034,7.8758,402.1215,2279.1389,21.6421,6.766,3.7738,5.3775,33.5618,15.7147,9.4104,47.6549,0.89,13.2773,14.155,2.2653,11.5956,58.0305,3.4784,1.145,1.3228,6.5229,0.5389,5.026,4.6541,17.823,1.4512,6.1396,59.3203,30.363,22.2195,314.9071,3.9915,664.3532,8.6865,5.6136,0.0
MEX_C22,114.3248,0.2159,13.926,22.2165,2.4216,989.8203,193.9346,10.5528,179.4878,35.5545,181.6344,29.596,333.7456,50.5832,26.4602,130.8224,920.6631,452.5665,120.7235,2230.9967,19.3006,377.9869,8.737,9.132,1072.6123,621.3106,185.8817,5.859,105.1894,45.7129,1.2954,125.535,10.1425,7.7445,7.4795,6.9797,38.1431,91.5827,117.296,23.3582,10.7464,74.1466,8.9546,45.2974,0.0
MEX_C23,33.0722,0.9231,6.0078,39.3345,125.1637,755.1491,12.6018,8.7447,17.204,8.1163,54.0619,21.9732,23.5904,1296.9574,40.7779,125.9359,334.6885,189.8726,46.6149,415.987,27.7762,166.8743,2.4043,37.3793,6378.1416,240.4762,73.9752,2.9652,16.0289,7.1784,10.0786,116.9409,14.5284,1.8803,0.3021,2.6317,77.6213,5.3371,26.9237,40.7836,15.1128,32.6583,4.706,26.9698,0.0
MEX_C24,49.3043,0.3274,38.5323,12.9571,260.3397,101.9419,19.7381,2.7768,28.4912,5.776,66.3915,5.139,164.7984,148.3871,6210.9795,3092.7194,894.965,2487.7531,1339.6867,2569.8512,186.4869,789.4126,8.0042,36.8425,4471.8423,107.2886,21.0461,1.0631,4.8098,2.9108,0.8401,4.8553,59.7153,4.1998,6.4961,7.4244,107.2436,9.1489,15.8573,18.8614,2.8943,3.9966,1.2341,3.3983,0.0
MEX_C25,81.6875,0.5263,21.0262,22.6907,93.2513,280.7382,53.6377,8.9881,18.9779,173.819,68.3175,1.9544,134.1454,44.6341,319.7037,1012.8115,518.9309,535.5802,336.8501,1669.4393,53.2437,250.1623,32.3847,45.6527,2028.2497,386.4827,79.0015,1.7401,9.5277,24.159,38.7892,33.9952,33.6731,29.237,2.1704,108.3437,71.4225,163.536,119.2272,59.2212,17.5804,20.044,10.1759,63.3268,0.0
MEX_C26,21.3852,1.8862,27.2709,8.0877,9.5937,105.8125,229.6139,1.7752,62.2417,32.7807,101.1719,10.4139,110.8981,53.7915,73.0769,324.03,985.1646,1576.9678,643.3234,4398.9559,69.5636,925.0519,103.8685,18.1973,472.4342,3084.6376,103.411,3.4997,15.5263,61.4069,37.0573,49.0072,243.2864,1836.0071,86.5138,81.4422,217.6466,308.0445,481.5393,398.3895,129.7945,977.5617,35.7805,16.8202,0.0
MEX_C27,6.9651,1.3583,6.4662,10.7319,4.7222,30.6323,34.7801,0.8855,17.2877,13.9787,19.2227,2.1613,42.1034,10.5817,73.2441,106.8921,1636.0988,1339.467,267.8633,1581.5156,40.4293,153.5186,50.1087,3.8662,811.2595,238.9761,42.3704,2.0682,10.2124,6.2058,2.4181,22.2327,18.0824,204.8318,3.3004,7.6216,82.6981,13.8917,33.1867,47.7452,9.6795,42.269,4.1764,6.5568,0.0
MEX_C28,14.8159,1.5911,7.9013,51.1656,25.4323,70.5108,39.1316,4.7807,20.9899,51.0981,26.7477,3.002,40.5986,28.4436,84.6019,134.7784,595.2768,197.555,489.1346,665.9459,43.7786,117.7161,17.056,11.0788,321.1095,174.4651,150.1634,21.1105,11.2112,33.9042,2.7223,7.2377,15.6373,16.4053,3.4947,14.7999,20.1811,16.9897,44.5265,17.1509,6.9233,9.2345,7.0126,12.748,0.0
MEX_C29,49.2923,0.339,5.9492,156.8057,8.1856,244.4366,110.1009,4.3106,46.2722,13.6733,65.8671,3.4982,67.7236,92.2862,201.9525,123.0285,310.0227,241.4068,122.4729,4764.4085,37.8893,118.2751,19.2358,16.1349,228.7211,853.6704,1186.3299,26.6981,86.2859,111.0679,8.8317,55.3079,36.7656,114.746,8.4384,64.7474,53.6159,82.1175,156.2862,59.6833,36.3242,49.9042,29.2701,66.1949,0.0
MEX_C30,0.8494,0.6124,0.1974,1.2125,0.8135,7.288,1.8498,0.1268,0.915,1.3236,1.6529,0.122,2.2824,3.6117,26.247,14.4302,55.6591,27.7561,11.0081,282.2045,304.7677,18.614,0.6966,0.5278,28.8364,17.2943,6.0465,0.5105,61.7969,0.7791,3.4108,15.8265,0.8033,1.7814,0.2086,1.349,1.7325,1.493,1.9111,5.0723,0.6434,1.5153,0.4933,2.2744,0.0
MEX_C31T33,63.7102,1.1266,83.7185,95.0146,14.0402,169.5635,280.3469,10.679,76.8333,24.2626,119.9462,16.7269,66.0416,106.3539,174.031,90.171,499.7061,150.3716,61.2057,375.8649,39.6421,496.856,12.938,84.5823,497.0512,394.2063,479.4059,24.0905,59.5966,60.3397,5.1932,100.6068,34.6902,74.8032,8.6441,162.7614,129.2884,71.231,97.2884,180.2745,53.9627,246.1521,65.4322,61.0324,0.0
MEX_D,382.3085,4.7686,65.0725,445.6763,30.0669,1009.046,355.8932,38.031,363.9734,14.6668,412.2977,50.0169,329.6532,616.7945,976.6952,222.9577,180.296,183.1533,95.3141,421.8136,31.2975,158.0133,1125.3707,311.4548,233.2893,1754.9053,226.0067,7.2048,22.0018,190.7668,18.2012,1255.2263,94.3759,127.2958,15.2712,163.2161,1170.6848,161.1222,243.9677,838.8688,360.4883,478.4185,140.4932,153.3934,0.0
MEX_E,150.4474,10.3995,13.5583,26.7991,3.9005,518.6568,59.2365,1.6906,47.5163,8.9586,76.2781,7.5587,39.031,69.9352,39.1156,37.709,42.2218,19.4511,20.6245,46.1977,1.5146,35.0827,9.6149,34.4936,170.7726,40.2227,108.8332,21.5074,26.9263,26.2611,0.9182,291.9183,44.6346,3.6964,6.9505,30.2121,81.7944,90.1089,78.2599,129.3625,129.9049,171.6143,67.2754,56.954,0.0
MEX_F,97.1323,1.4975,96.5022,76.1343,65.8271,162.9957,20.4072,0.9454,7.7044,59.066,45.5215,1.3336,16.2232,24.3005,15.3533,16.7952,67.8286,60.591,7.1504,36.1636,45.5655,17.4247,36.7568,15.5341,7010.6168,98.137,89.5969,44.8044,5.1292,7.3537,6.1433,85.5148,4.5255,2.0719,3.4514,49.5051,944.7706,22.161,29.9752,197.5896,164.2867,218.2096,10.4584,5.1375,0.0
MEX_G,2761.8573,100.0077,1000.9509,382.7179,339.3586,11593.6346,2571.7049,468.2617,1740.1453,2971.6857,4919.0745,1783.0578,1832.6786,1546.3673,2254.5306,1533.7321,9390.7004,1783.9963,1118.2866,5067.9818,389.5985,1535.1463,1559.8215,230.0938,5982.8808,2439.4476,3121.2746,80.6474,555.8662,227.3317,58.8741,1202.036,185.2203,313.7923,27.8905,265.9326,996.2635,524.298,677.0175,877.3056,197.2626,840.0238,162.0526,324.6524,0.0
MEX_H49,399.2435,15.2454,181.5033,115.549,156.9793,1678.3588,259.6098,84.703,248.6177,642.3537,834.5986,177.9994,263.9904,386.0675,648.1999,315.9334,1071.9256,335.3793,198.5449,1976.4024,63.0201,252.2936,272.1088,38.3173,1339.0198,460.517,868.5576,17.2556,126.3585,54.2643,12.6399,157.178,40.7238,312.8001,7.4013,105.4207,175.4263,145.9271,187.2306,298.9251,58.7859,197.5868,31.4084,86.1391,0.0
MEX_H50,16.9098,0.258,2.8121,7.2525,10.9801,67.0809,19.8143,2.5721,14.267,23.6211,43.378,9.115,14.7569,13.3876,27.6279,16.9582,157.3482,22.5817,14.1511,91.9658,3.8035,15.0946,2.4387,1.9286,36.3392,7.1832,18.3052,4.6597,6.6422,1.0111,0.6932,9.474,3.0759,6.29,0.3737,2.6383,7.2685,6.217,6.9661,1.4818,1.9418,4.7221,1.5697,2.6086,0.0
MEX_H51,35.6352,3.4427,22.1763,10.2459,10.3483,142.9741,76.9231,5.1375,36.2578,55.1398,104.1049,22.3982,40.712,32.0084,76.8163,49.103,543.6486,78.5991,40.5531,250.0272,24.0436,49.9054,31.1897,4.5848,131.3346,78.8588,71.3918,7.8294,96.0653,14.2785,1.5897,16.4436,9.9809,11.8083,1.6566,52.0978,18.0485,43.3005,30.9803,56.4865,9.4807,18.0614,4.85,7.3907,0.0
MEX_H52,64.4712,41.1453,27.158,14.051,13.2081,259.5227,80.3029,13.7271,43.8785,90.5688,125.1636,37.6885,72.9395,64.848,106.2604,75.9546,278.3044,106.1451,43.6832,390.7677,26.1056,87.9596,36.4842,8.5399,188.3416,532.1812,358.1325,60.2057,514.6943,132.3406,3.9269,26.3664,7.7529,7.5344,4.567,26.5635,22.5744,14.0737,43.9496,56.2671,16.9208,18.6824,4.316,8.6029,0.0
MEX_H53,0.0613,0.0351,0.227,2.4928,0.1298,7.4355,4.8373,0.1836,7.908,0.2122,3.8297,4.0727,6.8558,3.5476,0.5935,2.5378,53.3426,2.9844,1.952,6.3518,0.5187,7.5192,1.1613,0.5374,7.1239,31.6974,6.2371,0.2376,1.3608,3.5207,3.0253,5.0248,2.2068,61.1048,0.5169,276.7673,35.237,25.236,12.4417,301.0928,28.7407,17.6063,9.6308,1.801,0.0
MEX_I,4.0294,12.7264,110.0919,14.2849,10.1346,92.6972,81.4588,2.4095,24.9554,12.6659,111.9399,47.6516,29.3957,27.9865,28.995,46.4437,179.8086,81.1612,33.4365,250.9876,6.5893,58.3211,24.1029,11.7219,265.9206,125.1669,303.9249,16.4753,137.2682,20.4487,4.7969,21.9608,42.8279,27.9212,8.1675,136.6946,41.9548,140.1574,205.9594,771.3304,104.5278,140.2611,18.8865,32.7316,0.0
MEX_J58T60,3.8681,0.4607,48.5594,9.4368,14.2371,152.5172,14.964,0.8823,20.3421,6.2815,203.2984,33.7687,12.6554,27.4079,3.8144,15.4504,14.1063,9.3122,9.9835,86.0403,1.4109,15.7253,8.04,10.4844,68.5782,267.2021,29.6657,9.4496,38.8499,8.101,3.5551,81.2166,332.1741,23.8238,7.7326,151.1954,240.4091,157.9097,109.5512,168.7242,128.1975,37.4068,67.0244,63.6883,0.0
MEX_J61,59.6451,2.7581,50.2934,30.6631,17.9995,177.7919,40.6554,4.4394,41.6941,17.6354,88.4671,14.2634,34.6465,40.6626,10.6792,42.7634,56.2312,23.4573,24.1474,82.2687,3.282,56.0151,15.7539,21.0591,350.881,697.6967,219.6672,5.6759,76.5466,63.7421,17.7685,203.4223,163.2692,865.5403,37.9043,1057.7873,385.1867,392.1284,302.2906,510.2057,247.8445,171.1157,47.3854,86.2359,0.0
MEX_J62_63,0.5228,0.1282,10.027,5.11,7.0373,27.5519,7.827,0.3202,6.2645,2.0154,9.8854,9.1412,5.4578,10.0743,3.3325,4.4273,28.4947,3.6266,5.9693,10.2418,0.416,4.309,0.6594,6.4582,19.0584,128.1458,21.9071,1.7564,4.9441,6.8211,1.658,20.5571,36.5741,23.7063,17.004,92.1561,36.4983,41.8409,21.6584,33.957,29.9787,22.9154,4.2905,3.503,0.0
MEX_K,112.8069,15.0222,171.9109,83.2491,40.8939,246.1978,75.5812,6.7496,56.681,54.7902,170.8225,50.2806,63.2022,113.2882,89.1172,69.5896,328.4554,59.7398,42.6068,221.0339,8.9598,45.3152,61.1214,44.866,894.3951,563.1887,948.2455,25.0861,102.5493,66.5274,17.3694,421.816,45.451,193.5101,23.6648,2263.3597,747.4097,265.377,347.6929,1047.1733,76.5101,47.6354,62.5194,25.2345,0.0
MEX_L,6.1487,1.8388,3.6488,50.9334,10.5941,505.4638,234.1704,13.9816,168.7053,15.5393,201.5266,52.1153,164.0062,171.0365,52.2747,164.3355,230.9815,116.3566,75.4876,199.575,17.0997,299.9824,5.2457,40.1784,328.1437,4479.4879,453.4956,26.3388,87.8816,641.2434,46.995,910.7586,336.8884,527.6884,77.3415,1050.4933,1960.5927,971.6565,594.1684,556.9246,504.2037,508.1899,226.4195,335.7801,0.0
MEX_M,277.2311,4.2199,576.3934,159.1312,236.1022,1449.7711,277.3799,15.1673,247.0691,870.513,909.2765,473.3135,185.4505,256.4788,220.3953,189.3069,501.5464,160.8118,165.3712,360.2139,29.2651,191.5601,205.0698,53.1116,2006.8736,4365.6671,1194.7086,147.0126,126.476,292.6836,38.9083,481.2025,491.8971,1230.7199,191.5459,2267.9225,744.5776,1734.6338,1253.9693,1101.8473,539.7047,669.6554,179.3332,231.1543,0.0
MEX_N,56.1799,27.1443,108.8023,470.3806,289.2173,2380.9182,800.9172,24.9751,554.4198,110.1985,1112.8732,716.0972,724.804,1090.795,503.4769,612.68,881.6643,533.3244,495.4555,1349.0125,57.4981,391.8761,137.9481,204.5177,1958.553,4991.832,1391.4959,217.6063,551.4748,849.0352,93.9424,2488.9161,1177.6434,543.4475,501.3196,3297.9416,2285.8982,1583.4566,1787.6132,1116.0925,594.4122,1113.9732,609.039,283.2985,0.0
MEX_O,0.0,0.0132,0.0017,0.0,0.0,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.2229,0.0345,0.0001,5.1133,154.8199,0.0128,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,77.7547,0.0321,0.0,0.0065,0.0,0.0,0.0,0.0,0.0,0.0
MEX_P,0.1907,0.0171,0.1156,0.363,0.1577,5.1398,0.8889,0.0357,1.2176,0.3371,6.7503,1.0893,0.7175,1.446,0.4444,0.9831,1.2831,0.8351,0.7236,3.9808,0.2969,0.7638,5.5409,0.4502,9.5619,9.7908,34.0729,0.1529,1.5631,0.5559,0.177,2.8913,3.0853,0.6326,0.8635,64.832,6.6544,18.5253,3.7212,196.3115,35.2144,13.3889,6.3372,2.2649,0.0
MEX_Q,0.515,0.0595,0.2917,0.4522,0.3952,1.0459,0.4931,0.0204,0.1929,0.1475,0.636,0.3956,0.3311,0.3667,0.6568,0.2955,1.1373,0.3791,0.1916,1.2173,0.0836,4.575,0.4683,0.0895,10.4192,3.0398,1.2547,0.1814,0.732,0.3355,0.0369,0.9085,0.3198,0.1726,0.3715,1.546,1.4089,0.859,0.7896,1.3696,0.6551,495.4303,0.2639,0.1606,0.0
MEX_R,1.9671,0.3121,0.873,4.1744,9.0445,11.09,1.3154,0.0818,2.1007,0.4676,7.4081,2.4832,1.3606,2.2856,0.9719,1.2701,4.8527,1.5679,2.842,8.1312,0.7294,1.2852,0.7746,0.3749,14.5789,19.9117,5.8351,5.3498,7.2965,1.255,0.2585,8.607,56.4223,4.646,0.2337,7.7911,1.3893,3.5559,3.9237,50.7563,8.4086,0.8624,6.2376,0.3691,0.0
MEX_S,1.264,0.1722,0.6736,1.7246,1.8278,58.8506,16.0424,1.7405,24.6369,0.3491,18.2633,1.3194,23.5548,39.1525,3.2326,34.3661,16.1925,38.1581,14.8222,4.5347,0.3366,14.7097,32.264,2.1049,20.9954,179.2073,38.3374,0.8915,8.0934,3.9962,10.1363,208.0547,9.6127,0.9833,2.7933,70.4999,75.155,56.8946,26.2232,169.4613,33.2863,108.3119,41.0152,5.0786,0.0
MEX_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
