V1,SEN_A01_02,SEN_A03,SEN_B05_06,SEN_B07_08,SEN_B09,SEN_C10T12,SEN_C13T15,SEN_C16,SEN_C17_18,SEN_C19,SEN_C20,SEN_C21,SEN_C22,SEN_C23,SEN_C24,SEN_C25,SEN_C26,SEN_C27,SEN_C28,SEN_C29,SEN_C30,SEN_C31T33,SEN_D,SEN_E,SEN_F,SEN_G,SEN_H49,SEN_H50,SEN_H51,SEN_H52,SEN_H53,SEN_I,SEN_J58T60,SEN_J61,SEN_J62_63,SEN_K,SEN_L,SEN_M,SEN_N,SEN_O,SEN_P,SEN_Q,SEN_R,SEN_S,SEN_T
SEN_A01_02,129.3956,0.0164,0.0006,0.0063,0.0002,421.6758,6.1689,3.6788,0.0064,0.0003,0.0134,0.0087,0.0017,0.0875,0.0006,0.0027,0.0001,0.0032,0.0006,0.0,0.036,0.9433,0.0389,0.0082,0.323,6.4448,2.6106,0.0011,0.0028,0.0077,0.0,47.9833,0.0017,0.0221,0.0015,0.0077,0.0017,0.0271,0.0072,0.6899,0.1557,0.7855,0.0274,0.044,0.0
SEN_A03,0.3319,7.1951,0.0064,0.0869,0.001,79.7313,0.0869,0.0592,0.0506,0.0299,0.0759,0.013,0.0138,0.1377,0.0463,0.1246,0.0007,0.0384,0.0094,0.0002,0.0311,0.0787,0.2317,0.0389,1.061,0.0133,0.1384,0.0101,0.0266,0.0668,0.0001,3.1151,0.0032,0.2217,0.0082,0.0372,0.0056,0.1287,0.065,0.2934,0.058,0.0504,0.003,0.0058,0.0
SEN_B05_06,0.0,0.0,0.6137,1.6074,0.0156,0.5563,0.0,0.0002,0.0,5.1515,3.1851,0.0,0.0,1.4291,0.0053,0.0041,0.0,0.0,0.0,0.0,0.0,0.0033,0.5045,0.0227,1.994,0.0077,0.0,0.0,0.0,0.0,0.0,0.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEN_B07_08,0.0471,0.0122,0.3992,4.0722,0.0107,1.6861,0.0172,0.0058,0.0059,0.0021,20.5393,0.0015,0.0016,9.5208,14.1063,0.0314,0.0001,0.0038,0.0009,0.0,0.0023,0.3135,0.0308,0.0652,23.0002,0.0401,0.0188,0.0011,0.0029,0.0073,0.0,0.0518,0.0009,0.0235,0.0011,0.0055,0.0007,0.0192,0.0072,0.0108,0.0061,0.0059,0.0012,0.0065,0.0
SEN_B09,0.0,0.0,1.1768,9.9653,0.0512,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEN_C10T12,50.4332,2.3,0.0308,0.3167,0.0048,149.2098,2.8673,0.2062,0.1878,0.0918,0.3988,0.6312,0.0846,0.7896,0.1401,0.3757,0.0023,0.1283,0.0326,0.001,0.095,0.2848,0.9054,0.2549,3.4928,7.3074,1.5425,0.0351,0.0917,0.9523,0.0009,65.261,0.0251,0.8336,0.0353,0.2981,0.0532,0.579,0.2446,2.2942,0.3803,1.2468,0.0708,0.1071,0.0
SEN_C13T15,1.6211,0.0194,0.001,0.0082,0.0002,0.2717,32.9309,0.7252,0.008,0.0004,0.0159,0.0042,0.0119,0.0196,0.0008,0.0032,0.0001,0.0037,0.2307,0.0,0.024,0.387,0.046,0.0135,0.0703,0.0223,0.0286,0.0013,0.0033,0.0089,0.0,0.9304,0.002,0.026,0.0018,0.009,0.0017,0.0329,0.2393,0.9882,0.5967,0.3156,0.0423,0.1003,0.0
SEN_C16,0.0052,0.0236,0.0009,0.0057,0.0003,5.0798,0.3511,6.045,0.0313,0.0,0.021,0.0014,1.1774,0.0024,0.7115,2.5612,0.0,0.0003,0.0001,0.0016,4.465,10.5739,0.0039,0.0182,8.4904,0.0117,0.0285,0.0008,0.0068,4.3776,0.0001,0.0092,0.0003,0.0099,0.0104,0.0461,0.001,0.3569,0.0108,0.1859,0.1435,0.0699,0.0079,0.0134,0.0
SEN_C17_18,0.2324,0.2436,0.0212,0.344,0.0439,11.3814,0.2672,0.1104,7.5474,0.1241,1.2203,0.3784,0.1569,4.501,0.0056,0.02,0.0011,0.0141,0.0596,0.0089,0.0137,0.1896,0.2239,1.1268,0.895,4.7041,1.0913,0.0709,0.7898,1.5646,0.0151,1.1393,2.4961,3.2218,1.2206,5.7244,0.2509,5.3509,2.036,4.8742,5.3762,1.6622,0.229,0.3046,0.0
SEN_C19,2.8363,12.1794,0.3325,3.6057,0.1466,11.3939,0.4349,0.2357,0.1169,0.1398,7.6096,0.2401,0.2545,5.5097,0.085,0.1059,0.0006,0.0628,0.0296,0.0047,0.0187,0.2264,41.0843,1.8272,12.3278,5.0756,22.1194,0.7054,1.0042,3.3368,0.005,1.0083,0.0904,1.6922,0.1406,1.0272,0.4613,4.1228,1.4597,2.9218,0.3893,1.2821,0.0627,0.1196,0.0
SEN_C20,63.62,0.5814,0.3991,1.6707,0.0467,9.8839,0.6624,0.0491,0.4331,1.0235,31.9404,1.2352,13.4407,7.8821,0.0638,0.1448,0.0001,0.0114,0.0263,0.0017,0.0093,0.2647,0.097,1.4779,9.4412,0.965,0.7739,0.0144,0.1322,1.311,0.0021,1.0182,0.0236,0.3144,0.0326,0.29,0.0979,1.1533,1.5503,0.4693,0.1333,1.241,0.0206,0.0689,0.0
SEN_C21,0.1629,0.0005,0.0,0.0002,0.0,0.2139,0.0009,0.0001,0.0002,0.0,0.0004,0.6847,0.0001,0.0005,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0002,0.0012,0.0002,0.0018,0.0019,0.0008,0.0,0.0001,0.0002,0.0,0.0016,0.0001,0.0007,0.0,0.0002,0.0,0.2119,0.0002,0.0034,0.0226,1.2355,0.0028,0.0046,0.0
SEN_C22,1.8101,1.3257,0.0094,0.1401,0.0113,35.8057,1.3693,0.494,0.1349,0.0358,2.2702,0.2916,4.0597,0.5308,0.078,0.4927,0.0,0.0041,0.35,0.0112,0.0346,1.0324,0.3232,0.8255,0.6701,2.1531,0.1474,0.0394,0.0286,0.3901,0.0015,0.1581,0.0078,1.684,0.1337,0.2083,0.0448,0.9863,0.4609,0.0368,0.0675,0.3403,0.0103,0.0274,0.0
SEN_C23,1.1622,0.5056,0.0039,0.0469,0.0022,4.1615,1.2264,0.4962,0.0852,0.0021,3.1968,1.4518,0.1931,19.216,0.2511,0.4706,0.0002,0.0222,0.0116,0.0017,0.0376,0.2513,0.2314,1.1145,174.3918,0.8839,0.0519,0.0013,0.0045,0.2194,0.0022,0.5563,0.0655,0.7262,0.0316,0.7022,0.7627,0.5209,0.1676,0.5264,0.1182,0.3583,0.0286,0.0345,0.0
SEN_C24,0.0,0.0,0.0117,0.3549,0.0,0.6494,0.0002,0.0753,0.0,0.0,0.0,0.1576,0.0018,0.5294,3.0632,7.0477,0.0,0.2157,0.0056,0.0023,0.1199,0.0671,0.0,0.0016,12.4919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0,0.0135,0.0,0.0,0.0023,0.0064,0.0176,0.0
SEN_C25,0.0,0.0,0.0718,1.9383,0.0,10.4673,0.0018,0.8179,0.0,0.0,0.0,1.216,0.0101,2.2084,1.7731,13.8884,0.0,0.0,0.019,0.0085,1.3311,0.3712,0.0,0.0104,69.8235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0127,0.0,0.1908,0.0,0.0,0.0529,0.1024,0.2185,0.0
SEN_C26,0.0049,0.0019,0.0002,0.0014,0.0,0.0181,0.0022,0.0004,0.0061,0.0,0.0025,0.0003,0.0002,0.0019,0.0001,0.0004,0.0002,0.0103,0.001,0.0,0.0,0.0007,0.0044,0.0025,0.0075,0.0023,0.0031,0.0004,0.001,0.0018,0.0,0.0045,0.0002,0.0402,0.0009,0.0034,0.0003,0.006,0.0093,0.0047,0.0011,0.0027,0.0001,0.0002,0.0
SEN_C27,0.0121,0.2934,0.0548,0.7522,0.0049,0.8676,0.0579,0.0277,0.0445,0.0001,0.5001,0.0211,0.0543,0.2461,0.0207,0.0739,0.0007,0.0216,0.0272,0.0033,0.0034,0.0657,0.5275,0.2098,3.2873,0.4133,0.6598,0.164,0.4842,0.3684,0.0022,0.3388,0.0127,2.5864,0.0216,0.0126,0.0652,1.091,0.5686,0.0165,0.0398,0.2192,0.0282,0.0773,0.0
SEN_C28,0.1753,0.0652,0.0341,0.4926,0.004,0.292,0.0157,0.0116,0.0129,0.0519,0.1134,0.0059,0.0115,0.1929,0.0047,0.0161,0.0,0.0051,0.0429,0.0008,0.0007,0.0215,0.1595,0.0563,0.5724,0.0913,0.1439,0.0353,0.103,0.0842,0.0005,0.0731,0.0029,0.525,0.0075,0.0119,0.0174,0.2885,0.1065,0.0195,0.0193,0.0624,0.0019,0.0044,0.0
SEN_C29,0.0145,0.0088,0.0024,0.0313,0.0003,0.0276,0.0015,0.0008,0.0013,0.013,0.0118,0.0007,0.0016,0.0144,0.0006,0.0024,0.0,0.0007,0.0001,0.0003,0.0002,0.0041,0.0158,0.006,0.0713,0.0118,0.0228,0.0047,0.0139,0.0106,0.0001,0.0097,0.0004,0.0099,0.0006,0.0002,0.0021,0.0316,0.0135,0.0004,0.0023,0.0131,0.0004,0.0007,0.0
SEN_C30,0.0,0.5699,0.0,0.0,0.0,1.3968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEN_C31T33,0.1177,2.6304,0.0528,1.0214,0.034,4.452,0.9538,1.9017,0.3083,0.001,0.7906,0.1539,0.0906,0.4654,0.0612,0.1958,0.0001,0.007,0.0021,0.0008,0.216,4.2748,1.9217,2.6535,0.8162,1.1761,0.933,0.128,0.2516,3.0301,0.0105,0.8031,0.0954,0.5482,0.4193,2.0098,0.1247,12.4052,1.0529,5.9951,4.619,2.4076,0.2022,0.2917,0.0
SEN_D,14.177,6.1698,0.0478,0.5713,0.0271,40.046,14.912,1.1346,1.0386,0.0254,11.8031,0.4981,2.3577,30.1812,0.6544,0.7349,0.0028,0.2703,0.1413,0.0211,0.4584,0.8216,2.8178,13.6053,1.2922,10.7853,0.6298,0.0153,0.0543,2.6731,0.0271,6.7803,0.7991,8.861,0.3851,8.571,1.5972,6.3527,2.0443,6.4244,1.4407,4.3709,0.3493,0.4207,0.0
SEN_E,13.0233,0.1174,0.0363,0.2038,0.0028,3.7972,0.4948,0.1377,0.055,0.2014,0.7382,0.0493,0.1519,1.3388,4.153,3.8589,0.0,0.0417,0.0031,0.0009,0.0661,0.1251,0.9407,1.7258,3.0729,3.8291,0.7596,0.1146,0.0265,0.3431,0.0045,1.9886,0.0538,0.2113,0.0336,0.7317,0.4849,1.4083,0.3033,8.9071,1.1961,1.6318,0.0877,0.1174,0.0
SEN_F,0.161,0.0336,0.228,0.7974,0.0547,2.7245,0.2419,0.5861,0.1884,0.1783,0.1916,0.0036,0.0896,5.4001,0.0063,0.0175,0.0001,0.0033,0.0077,0.002,0.008,0.2936,0.3593,0.0974,56.004,2.9928,0.2548,0.0016,0.0073,3.9784,0.0,2.1597,0.0443,1.5229,0.0712,0.6149,6.6908,2.3039,0.871,0.0505,0.4388,1.5972,0.1131,0.134,0.0
SEN_G,37.5175,14.2698,1.022,11.5619,0.4404,135.2242,15.7757,4.4095,4.6077,1.9313,9.3891,1.6837,1.4239,13.4197,1.4538,4.2945,0.0403,2.3782,0.5865,0.0354,1.2289,5.3539,29.3319,8.0171,53.0702,17.4651,28.2487,1.472,2.3112,13.9819,0.0938,29.4385,1.2002,18.5504,1.3984,6.425,2.1396,28.5628,10.1863,19.1039,5.7794,15.7824,0.6311,1.0918,0.0
SEN_H49,14.6669,1.6013,0.944,5.4592,0.1104,24.6675,3.0983,1.6616,0.5925,0.3727,6.2802,0.9582,0.5588,3.6997,0.8013,1.9668,0.0058,0.2455,0.3498,0.0196,0.2685,1.0586,4.5807,1.0048,12.6276,38.3088,2.6915,0.2631,0.3464,8.0838,0.185,5.7247,0.1989,6.5674,0.7067,1.0959,2.0225,7.085,2.792,2.1259,1.3389,5.2697,0.2691,0.4534,0.0
SEN_H50,0.0545,0.0074,0.0079,0.0457,0.0003,0.0303,0.0244,0.0116,0.0188,0.5295,0.0078,0.0082,0.0077,0.0075,0.0151,0.0077,0.0002,0.0109,0.0041,0.0002,0.0065,0.0178,0.2056,0.0177,0.0417,0.0224,0.095,0.0001,0.0166,0.0075,0.0074,0.0561,0.0022,0.087,0.0029,0.0095,0.0064,0.0442,0.0145,0.0197,0.0082,0.0219,0.0011,0.0021,0.0
SEN_H51,0.197,0.0585,0.0052,0.0597,0.0019,0.5471,0.0519,0.0209,0.0241,0.3874,0.0845,0.0094,0.0217,0.08,0.0206,0.0603,0.0002,0.0131,0.0045,0.0002,0.0112,0.0305,0.1986,0.0218,0.4089,0.0529,0.1006,0.0069,0.0186,0.0378,0.0007,0.0943,0.004,0.1033,0.0043,0.0156,0.0053,0.0776,0.0351,0.0299,0.0141,0.0258,0.0016,0.0028,0.0
SEN_H52,3.0769,5.5315,2.7007,6.4675,6.4239,36.6499,2.256,1.2851,1.4351,6.4053,4.5876,0.5869,0.9103,4.9171,0.2928,0.7021,0.0349,0.1744,0.2612,0.0516,0.4854,2.5798,2.1698,5.9213,8.744,77.6366,8.486,0.8505,0.1926,77.1598,0.2297,1.1684,0.6925,6.891,0.9474,0.3386,2.1971,20.2379,2.7709,0.663,0.263,1.5167,0.0885,0.1786,0.0
SEN_H53,0.0164,0.0263,0.0108,0.0334,0.003,0.2855,0.0256,0.1252,0.036,0.0838,0.0545,0.0732,0.0306,0.0376,0.0018,0.0071,0.0,0.0,0.0131,0.0,0.0036,0.0075,0.0001,0.0,0.0001,0.5915,0.0547,0.0076,0.0072,0.5784,0.3513,1.2224,0.0023,0.2952,0.0357,0.6682,0.0086,0.9987,0.0677,0.1946,0.0599,0.1744,0.006,0.0111,0.0
SEN_I,0.4515,0.1765,0.352,1.2481,0.058,1.8908,0.1268,0.0323,0.0445,0.2762,0.2086,0.0882,0.0295,0.0855,0.0059,0.0216,0.0002,0.0429,0.0045,0.0001,0.0151,0.0661,1.6034,0.1633,0.1589,1.345,1.8769,0.0961,0.1254,1.6492,0.0182,2.6788,0.0366,3.5555,0.174,3.2634,0.1043,4.3266,1.1613,15.6089,3.3928,10.7365,0.3049,0.5591,0.0
SEN_J58T60,0.006,0.0292,0.009,0.0202,0.0072,2.7389,0.028,0.0012,0.0174,0.0,0.1226,0.0412,0.0071,0.0322,0.0013,0.0038,0.0,0.0048,0.002,0.0,0.0073,0.014,0.053,0.0235,0.0008,0.7722,0.1098,0.0012,0.0255,0.1733,0.0012,0.8821,1.6246,2.1595,0.1013,0.3832,0.0465,24.5616,0.8023,0.0183,0.1893,0.0275,1.0071,0.9406,0.0
SEN_J61,1.3149,1.7736,0.2095,0.8864,0.0835,5.884,4.7783,1.3869,0.2361,0.1395,1.1285,0.7694,0.1318,0.7681,0.2068,0.8535,0.0,0.1359,0.0305,0.0129,0.0853,0.8802,0.65,0.5348,5.3299,20.583,4.3189,0.074,0.1451,5.2398,0.067,2.9489,0.985,109.4022,0.5708,8.0736,4.1135,8.849,5.0843,13.3716,2.0038,2.0046,0.2925,0.4701,0.0
SEN_J62_63,0.2542,0.9792,0.2959,1.1388,0.0313,2.4024,0.086,0.0364,0.7807,0.254,0.4718,0.9427,0.0562,0.1375,0.0242,0.0659,0.0003,0.0365,0.0119,0.0001,0.0269,0.0725,0.5815,0.7411,1.511,2.056,0.4751,0.3283,0.282,6.8874,0.3047,0.3393,0.1169,3.0338,2.603,0.2412,0.1836,1.9411,0.6011,3.9667,0.1382,0.1374,0.0616,0.136,0.0
SEN_K,2.2984,1.0651,0.4357,2.6858,1.5687,20.5016,0.8068,1.2117,1.8168,11.2642,7.9914,0.7237,3.1293,6.4414,0.9186,2.2439,0.0115,0.0377,0.0292,0.0688,0.1376,0.6201,4.6487,4.2018,9.8949,29.2885,12.7303,0.2331,1.6766,16.265,0.0342,3.6182,1.0483,7.8171,0.4724,23.7162,52.0546,10.2582,4.2476,8.3882,0.2119,5.716,1.0526,1.9125,0.0
SEN_L,0.4907,0.3594,0.233,1.4801,0.208,13.661,21.4817,1.5037,0.4027,0.0,0.6688,0.5014,0.1231,0.9468,0.2696,1.1183,0.0,0.0,0.0791,0.0435,0.0882,1.9746,0.6423,0.9162,11.7122,60.968,4.6501,0.1305,0.3867,8.8284,0.1827,6.9817,1.4738,11.1988,1.2883,7.2414,3.2184,14.9217,4.9701,7.4247,3.1908,5.7283,0.4569,0.7667,0.0
SEN_M,21.6483,2.8604,7.2061,36.8048,0.6632,25.261,2.1857,1.2688,0.8633,1.0276,5.4329,2.2175,0.6915,6.4195,0.1436,0.4476,0.0022,0.4512,0.1169,0.0763,1.9081,1.2697,6.0636,27.2002,30.391,17.7001,5.106,0.2527,0.6998,20.9408,0.1612,5.9066,1.1705,74.8685,3.6058,70.3158,5.724,238.7632,7.6347,39.1933,6.4596,20.2837,1.2304,1.61,0.0
SEN_N,0.6385,0.5398,1.0878,3.6491,0.2029,21.9868,1.2469,0.7797,0.2093,7.0507,2.1975,0.7367,0.3534,0.3601,0.0757,0.2554,0.0,0.0906,0.1045,0.0561,0.7803,1.1166,3.8137,2.6789,17.5163,9.921,0.8742,0.2781,0.7513,13.3552,0.1457,3.2904,3.8102,38.6469,0.6626,30.2459,1.9765,9.6237,12.235,3.26,1.3673,11.0519,1.9164,2.0245,0.0
SEN_O,0.0411,0.0102,0.0003,0.0039,0.0001,0.1425,0.018,0.0029,0.0039,0.0002,0.0083,0.001,0.0011,0.0101,0.0004,0.0017,0.0,0.002,0.0004,0.0,0.0004,0.004,0.0241,0.0038,0.0351,0.0099,0.015,0.0007,0.0017,0.0046,0.0,0.0319,0.0011,0.0136,0.0009,0.0047,0.0007,0.0167,0.0044,0.0099,0.0058,0.0047,0.0004,0.0007,0.0
SEN_P,0.0142,0.2995,0.0306,0.0769,0.0005,0.1512,0.0275,0.0149,0.001,0.1099,0.0515,0.0471,0.008,0.0013,0.005,0.0127,0.0,0.0115,0.0016,0.0,0.0179,0.0116,0.0032,0.2709,0.1122,0.3938,0.0745,0.0542,0.0723,0.6038,0.0005,0.0302,0.2141,1.5117,0.0631,0.233,0.0125,0.6853,0.2015,0.0432,0.2296,0.1995,0.0429,0.0754,0.0
SEN_Q,0.02,0.0041,0.0001,0.0016,0.0,0.0616,0.0074,0.0031,0.0016,0.0001,0.0033,0.0004,0.0004,0.0041,0.0002,0.0007,0.0,0.0008,0.0002,0.0,0.0001,0.0021,0.0098,0.0015,0.0142,0.0043,0.0061,0.0003,0.0007,0.0019,0.0,0.0144,0.0004,0.0055,0.0004,0.0021,0.0003,0.0067,0.0018,0.0047,0.0024,2.242,0.0002,0.0003,0.0
SEN_R,0.0,0.0,0.0,0.0,0.0,0.0,0.0487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1838,0.0,0.0,0.0,0.0,0.0,0.0585,0.0,0.6171,0.0,0.0,0.0,0.9516,0.0,0.0,0.023,0.3548,0.6633,0.1071,0.0
SEN_S,0.0,0.0,0.0,0.0,0.0,0.0,0.1068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5819,0.0,0.0,0.0,0.0,0.0,0.0783,0.0,1.5246,0.0,0.0,0.0,1.7648,0.0,0.0,0.0351,2.1528,0.2111,0.602,0.0
SEN_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
