V1,ARG_A01_02,ARG_A03,ARG_B05_06,ARG_B07_08,ARG_B09,ARG_C10T12,ARG_C13T15,ARG_C16,ARG_C17_18,ARG_C19,ARG_C20,ARG_C21,ARG_C22,ARG_C23,ARG_C24,ARG_C25,ARG_C26,ARG_C27,ARG_C28,ARG_C29,ARG_C30,ARG_C31T33,ARG_D,ARG_E,ARG_F,ARG_G,ARG_H49,ARG_H50,ARG_H51,ARG_H52,ARG_H53,ARG_I,ARG_J58T60,ARG_J61,ARG_J62_63,ARG_K,ARG_L,ARG_M,ARG_N,ARG_O,ARG_P,ARG_Q,ARG_R,ARG_S,ARG_T
ARG_A01_02,7021.345,22.3506,3.6788,3.1605,0.0,29534.1193,1544.6489,113.8678,98.7946,6.3076,62.5578,17.8078,24.7911,3.1444,0.4371,2.8404,0.2491,0.2198,1.7873,4.9964,0.0692,5.2938,6.5722,3.1145,143.8111,67.5935,23.6131,0.0733,0.5258,8.423,0.3175,2019.7304,2.1624,14.0184,1.0518,3.9801,44.1738,41.7477,70.2044,163.226,40.302,25.9798,4.9873,34.6594,0.0
ARG_A03,7.976,72.6433,0.0408,0.0007,0.0064,612.4146,0.045,0.002,0.1803,0.2672,2.6328,1.0672,0.018,0.0206,0.0178,0.0407,0.0282,0.005,0.0303,0.0253,0.0028,0.1115,0.0085,0.0025,0.0173,0.3663,1.4573,0.0083,0.4025,0.2538,0.0126,396.4272,0.0913,0.0142,0.0061,0.0204,0.003,0.1492,0.458,2.3198,1.528,2.5565,0.1269,2.0316,0.0
ARG_B05_06,5.3907,0.1209,360.9753,10.07,42.5685,15.8616,2.526,0.7495,1.7184,10825.5522,208.9724,179.3714,2.8052,30.2512,64.9915,4.5783,2.2819,1.5004,3.588,4.8674,0.1977,13.0273,1896.1531,10.0352,427.4482,70.0666,75.1564,0.2577,2.6602,25.9909,1.0624,24.3634,2.9347,48.0068,5.1771,41.7858,134.5083,23.6556,69.5855,87.6015,43.9133,41.2266,2.5885,18.4202,0.0
ARG_B07_08,0.9832,0.2743,76.6361,511.8613,0.0224,111.9267,10.5371,0.052,8.3223,139.5662,80.2987,107.1606,1.361,676.0429,915.8146,25.2286,0.6869,0.5705,1.4613,21.1766,0.229,2.1518,0.011,5.7879,783.3724,0.3661,0.0928,0.0014,0.1285,0.1266,0.0,13.7367,0.2646,13.3257,0.3333,0.1289,56.4466,0.9136,39.0725,27.8435,0.6649,0.4626,0.3354,1.1895,0.0
ARG_B09,0.0,0.0,4252.0885,86.9235,156.7731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0696,0.0,33.1434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.9236,65.4473,0.0,0.0,0.0,0.0,0.0,0.0
ARG_C10T12,2403.4577,24.2686,18.2701,12.7352,5.0305,10880.9506,97.1496,10.055,112.3381,40.1087,271.0612,231.4223,59.6949,91.025,68.9837,32.0488,36.1689,20.4225,35.2637,65.6936,1.8982,33.1079,7.3123,17.0831,177.8633,178.683,35.4992,0.2513,48.0688,22.3521,1.3658,8361.6887,27.653,92.7857,28.8023,49.1101,22.5486,77.6002,139.4189,905.4531,437.5818,666.0857,156.7775,273.3648,0.0
ARG_C13T15,214.6091,12.9925,71.3229,1.9535,28.7494,417.523,3205.0531,10.0122,75.507,16.044,34.7537,73.2966,362.2928,24.8597,13.0828,20.6004,18.6801,12.6243,36.4361,79.0057,2.0717,128.1227,4.6026,45.9641,62.1451,333.0558,41.5,0.3214,21.105,86.4164,5.9173,269.4625,17.6784,44.0977,8.5163,28.1743,57.2244,80.9211,95.7411,371.7396,126.8189,231.0141,32.321,251.2067,0.0
ARG_C16,58.8828,0.5509,0.9227,0.3933,0.2123,113.469,8.1052,380.8008,25.1184,3.0272,11.5366,7.6516,15.4679,17.2553,2.5957,28.7438,8.6099,13.1207,11.8546,11.7088,0.6174,376.5944,0.4023,71.4954,574.7029,664.4334,1.9914,0.0094,0.7535,7.432,0.1087,36.5728,5.0486,5.1403,1.0506,1.7807,45.1138,6.5645,32.5719,16.2201,3.1363,3.0243,5.6729,5.0033,0.0
ARG_C17_18,15.8653,14.709,3.371,58.8679,13.9659,1031.0109,75.6337,49.2813,2184.496,7.8351,125.8287,188.0565,53.795,141.0418,9.6433,43.045,89.5235,48.1007,27.4354,27.9848,3.1599,58.9389,7.1261,13.3995,27.8159,599.8966,32.7358,0.4879,24.9461,8.4428,31.0875,123.9624,605.1143,34.4047,109.98,522.9421,47.4205,466.1471,134.1978,309.7546,255.4438,127.5426,40.3092,190.24,0.0
ARG_C19,1126.0159,74.6247,18.7077,136.2656,46.1514,268.9061,47.0427,35.1397,49.6505,997.2595,660.8881,107.4734,235.9539,143.1594,109.0932,46.7148,16.9201,37.0697,28.4283,31.7013,3.1091,35.3161,223.0457,151.9429,259.3661,851.4663,3353.9048,6.3029,728.9536,426.2775,13.7524,36.7811,10.8563,20.5009,13.1695,99.6527,17.8892,87.753,111.4786,586.8649,31.4134,72.1442,15.8361,32.4644,0.0
ARG_C20,950.1894,5.9063,10.4928,68.6343,11.0249,355.9866,243.8715,48.0628,264.9826,186.7959,1386.0451,394.8415,1877.9276,98.914,59.6354,93.0334,137.1357,131.7653,64.8371,106.5415,5.7957,101.183,9.3262,30.3171,248.2501,126.0767,91.4749,0.9072,17.9433,15.1418,0.7666,70.3679,30.6049,32.8401,10.8822,22.6701,139.3527,65.8565,86.0816,78.9642,26.0051,267.4671,21.2626,152.5427,0.0
ARG_C21,275.6227,2.0873,10.9411,6.653,2.827,574.7244,57.0096,15.4387,42.5264,57.251,117.7723,3437.6047,106.8819,23.8055,19.3635,21.6831,55.1711,24.1179,48.2332,75.1738,1.7338,21.4845,9.781,7.6089,131.7086,134.0056,33.81,0.1864,8.2316,11.4495,1.5781,85.2186,25.0753,124.7529,32.0236,57.8299,26.9133,86.5814,31.2706,46.8756,50.9792,2253.1511,42.665,310.5205,0.0
ARG_C22,243.3817,18.6473,57.5009,10.3635,106.5562,1917.4911,510.4547,22.6257,336.9248,37.4852,780.9228,364.5465,583.8641,75.4632,16.2483,84.5452,136.2669,192.103,408.1453,689.9066,20.4361,251.6849,3.701,62.3053,442.7318,881.6027,693.6281,0.2315,94.9586,270.1425,4.5585,464.9457,25.708,18.6977,19.7301,47.4454,54.3452,94.41,69.2983,253.3298,32.9519,107.5527,28.0895,72.0918,0.0
ARG_C23,29.8489,0.2843,63.0306,2.9475,5.8381,486.5003,6.9775,11.2705,7.445,6.4829,70.5673,75.9622,42.4687,693.3509,26.0445,38.0236,50.1151,53.8916,49.9893,135.2458,0.9107,16.5734,28.3694,46.2445,4520.4321,162.1125,13.4246,0.7496,80.0036,3.7478,0.1783,14.2917,6.9025,8.6949,2.7256,5.5512,354.4908,10.935,349.1382,38.357,17.9271,65.0007,6.1807,22.0318,0.0
ARG_C24,45.574,2.891,105.1708,16.9073,0.3128,235.6861,16.3869,23.9144,86.2365,22.5688,97.0278,28.5704,169.6366,103.2515,3721.7548,1458.1634,167.1388,1928.7759,794.0313,847.1531,17.183,162.5769,4.2445,3.9653,788.7583,22.2024,10.0722,0.0518,5.4284,13.6703,3.509,6.9927,10.8786,12.2172,3.1581,2.2485,91.5569,8.6983,76.6381,32.2095,4.6218,13.6953,7.2516,9.6249,0.0
ARG_C25,72.9113,14.4506,329.4405,6.4352,6.0117,370.4482,39.7522,36.122,21.8762,17.2912,110.0232,68.5542,63.3576,26.5077,89.7576,365.9842,67.4615,246.4996,821.2392,1162.8516,21.8704,122.7992,22.5568,15.3226,1107.1752,98.172,85.7434,0.4105,22.2173,72.034,17.0698,29.4927,12.2306,54.3902,19.1813,15.5531,141.5966,29.6101,148.5075,49.0877,11.303,13.5979,29.5989,19.6835,0.0
ARG_C26,14.9636,1.0026,12.7637,3.9034,9.0005,46.6789,9.4999,2.5651,36.3164,21.256,16.3583,15.8867,10.8758,6.1597,4.3676,16.794,1771.4633,64.3499,71.5818,100.9623,0.9197,16.3254,14.9182,6.2096,213.808,139.2951,25.603,0.1601,11.9795,18.8911,1.0922,29.8585,445.6947,314.4169,59.8108,41.4646,20.0223,74.4386,53.5359,141.7399,54.3049,240.9042,19.616,79.0976,0.0
ARG_C27,43.3304,5.0208,25.6909,3.9332,6.5784,201.2194,21.971,11.3685,21.1046,30.8499,27.2421,28.8231,18.134,29.4084,48.9535,46.3741,538.4633,459.5155,272.4901,258.3568,3.8394,30.8501,84.8618,5.3186,483.4485,261.4567,44.3199,0.1068,2.2386,34.5826,0.7664,54.2655,28.4888,372.9446,47.1813,12.3375,80.4923,72.3702,70.2137,57.6239,26.1198,15.379,22.4327,32.7102,0.0
ARG_C28,140.0656,12.0887,67.1508,7.7655,19.3692,181.1473,45.1194,11.9855,36.3621,47.2555,42.3638,66.0429,23.2703,34.2649,22.4211,73.3586,75.0073,143.131,875.0744,1346.6464,11.1695,29.5896,45.625,34.6325,705.74,122.5422,247.4611,1.6067,3.9622,23.4815,1.0342,29.8788,11.1409,30.5822,11.1093,10.197,39.4015,27.2943,67.7741,51.6819,10.8941,20.7116,12.7394,9.9971,0.0
ARG_C29,138.371,8.0137,44.3927,20.933,17.7097,259.8292,47.7636,13.7626,52.6445,42.3438,40.8101,58.6603,35.873,31.0417,42.3861,49.9996,43.9961,56.351,465.8889,2481.8026,6.4081,32.3299,23.1087,71.7769,316.604,371.2083,815.6817,1.0828,14.9496,135.2698,3.2133,54.1087,17.3168,77.8311,18.0886,43.6266,21.3505,43.286,57.7471,226.6673,30.8599,52.0486,25.9028,42.7328,0.0
ARG_C30,6.7372,0.2507,1.9382,0.3619,0.5578,12.9106,2.2593,0.5879,1.7029,2.0784,2.4277,2.7722,1.901,1.0711,0.8335,1.7572,7.6367,2.7715,13.4477,24.6858,20.3592,1.3597,0.8714,0.8797,15.345,8.7402,12.4673,0.2147,1.9617,10.6301,0.1107,3.424,2.7573,5.3982,1.5865,1.1757,1.2451,2.0052,2.0768,4.7667,1.2922,2.2953,2.0846,1.1308,0.0
ARG_C31T33,23.3694,1.4248,161.0605,5.5501,3.072,94.0869,81.8911,10.5866,65.0931,6.197,28.7039,22.9185,24.6742,8.646,31.5266,22.8504,39.6979,30.5659,71.178,519.4038,1.7203,73.909,8.2637,35.3036,372.2739,120.9315,32.0068,0.1341,12.6706,19.7348,2.0931,30.5099,28.9314,30.3026,9.3922,51.5776,25.2167,49.2879,41.7601,173.8867,103.6981,62.6261,11.7109,87.7601,0.0
ARG_D,91.358,27.6757,161.699,274.2996,110.122,650.9561,119.5103,27.1356,99.5402,103.3651,150.8317,92.0379,136.8583,216.5003,211.9593,57.802,94.2484,31.0165,45.7189,72.7152,3.3893,28.6008,2018.5105,174.2423,292.9701,1084.6452,253.9545,0.4457,174.0102,294.804,6.3149,420.6416,32.6493,178.4265,32.2016,210.7164,1.7571,95.721,48.7143,465.6356,318.2134,201.0958,77.1691,124.5608,0.0
ARG_E,19.7233,0.0675,2.9753,28.2485,0.7517,263.4312,15.9449,0.7139,242.4765,5.5386,53.833,174.8376,15.9849,15.4091,306.6584,81.7093,1.7021,34.7306,5.0702,54.3114,0.2358,112.9388,0.806,59.9319,21.6315,144.4943,48.8404,0.5974,101.9476,67.1687,0.2109,52.7607,9.2487,3.0391,1.4621,72.3572,0.3082,89.008,181.5665,1509.445,224.7296,83.7774,24.3037,64.3269,0.0
ARG_F,4.0737,0.0005,81.3351,90.4771,0.0,53.6118,9.4099,3.3044,6.5704,21.9498,9.7902,23.3476,13.5827,12.5266,10.7999,15.014,7.0192,6.2919,13.0134,13.8947,0.9184,4.5736,185.3984,89.1583,3988.8346,551.3515,661.7077,2.0982,15.0518,232.2521,9.089,120.9552,11.8572,401.3067,30.1091,93.3276,1263.5465,204.3884,646.8185,781.4021,377.4471,373.296,0.0503,101.8152,0.0
ARG_G,5053.2283,109.3601,343.9976,287.83,112.8829,11793.7601,1720.5867,277.0954,883.6941,917.7506,1230.4665,1700.5717,1169.4987,491.833,275.4464,344.0231,1195.0701,466.759,939.7751,2325.2094,33.0607,390.3825,314.1604,282.4323,2984.714,3640.4576,1894.3661,4.8313,425.3147,402.8701,48.4552,4519.8855,756.6647,2245.2416,461.3861,945.8222,442.3474,1003.501,708.3748,1481.8099,664.891,1688.3215,760.4679,1077.2722,0.0
ARG_H49,4175.0608,13.936,320.9508,236.3346,51.3373,2365.1136,169.3568,148.4634,304.1497,755.932,352.5477,278.6466,282.9459,335.9628,155.4728,143.727,186.1474,123.4267,194.8427,270.9624,8.0263,86.9484,565.5538,44.4909,299.8576,1271.9362,298.5313,0.4937,35.1903,53.4054,162.7727,201.4052,76.7613,19.8903,37.5742,171.1497,491.6415,150.9155,101.2615,65.9951,379.0049,113.6481,58.772,127.6039,0.0
ARG_H50,0.4346,0.0,0.0,0.042,0.0218,0.8664,0.2898,0.0373,0.1853,0.0076,0.405,0.3201,0.4731,0.0914,0.2342,0.1827,0.5218,0.2453,0.4334,0.9497,0.0252,0.0878,0.0,0.0447,0.6806,0.1371,0.4327,0.0,0.0552,0.0,0.0,0.1986,0.0785,0.0207,0.0004,0.0874,0.0063,0.0419,0.0837,0.1597,0.0516,0.2612,0.0,0.0001,0.0
ARG_H51,34.3134,4.0737,18.3316,9.3888,14.8628,119.0355,33.8564,5.7772,26.2902,40.788,46.0307,99.9585,58.1493,16.8718,22.5208,29.2455,84.2188,31.3568,60.8393,83.0986,3.009,15.7139,17.7434,6.4603,53.3209,75.7114,32.015,0.0905,265.1064,13.3578,8.9117,22.812,38.6699,23.5666,45.5243,41.564,40.5102,117.516,56.4741,343.2822,59.1193,21.0602,34.0344,32.3209,0.0
ARG_H52,149.3069,17.1443,27.8716,38.8493,49.3327,192.774,21.0729,6.896,14.7548,52.8347,26.2582,29.8884,23.2137,12.7369,20.8468,59.0948,15.4896,13.6713,39.5383,47.7846,0.9363,6.4648,30.6647,7.3274,44.9203,503.9256,4326.9468,20.669,1080.3139,662.3035,61.7104,75.5423,28.6498,42.8681,37.3752,188.3261,50.7375,33.718,47.4,20.2729,57.5826,17.9881,12.6105,45.4822,0.0
ARG_H53,1.3088,0.5427,14.2446,1.9122,27.763,19.7967,3.7571,0.9157,4.9946,1.2651,4.9951,10.4408,6.6163,2.2492,2.1702,4.9251,6.4329,3.2612,8.8054,13.1322,0.2595,2.3562,7.3095,9.2682,10.5852,127.8733,34.3896,0.0323,11.9403,50.7853,6.9978,8.5033,22.7744,41.2092,26.1852,397.182,9.0848,101.2212,33.185,130.4813,63.4474,18.5916,8.1852,170.1985,0.0
ARG_I,198.543,29.9801,153.8287,9.133,176.7395,805.1736,150.707,36.4671,150.7607,42.6041,102.2477,620.9964,162.685,101.4266,44.361,175.2664,195.1702,120.0723,245.6288,231.7645,21.2668,67.5398,8.8274,10.3867,29.9466,328.4611,116.0183,3.5363,116.1726,21.429,5.4834,560.2554,152.6277,66.3649,96.6827,343.4461,9.0547,207.6971,94.8887,1097.7473,376.4632,431.6396,122.9849,184.6309,0.0
ARG_J58T60,22.0962,0.616,7.5225,16.689,11.1593,411.0391,31.5152,3.0985,46.3772,8.7107,107.4999,221.7495,40.722,21.6791,12.2675,23.0842,98.8291,21.3856,35.5501,60.9337,1.6315,11.6456,16.2982,9.4947,6.9441,716.1289,61.1526,0.1705,27.2669,25.2716,6.3016,137.273,1328.9473,285.6113,297.7196,538.6216,18.7057,592.7484,92.0779,242.1074,140.0853,78.8775,212.59,170.6641,0.0
ARG_J61,20.1608,17.7042,9.9548,34.738,8.6607,292.4801,62.4038,18.8046,79.6142,15.4986,37.218,81.9276,76.5798,35.0981,16.6377,62.1326,90.7194,32.6689,47.7941,64.5368,1.2478,15.5528,15.9209,42.2447,32.1351,2707.4853,932.7872,3.663,156.8566,119.812,41.2291,581.3116,204.6401,5344.8853,470.2154,783.8986,42.8435,521.716,216.3052,1300.7057,712.7558,405.1567,193.6128,76.187,0.0
ARG_J62_63,1.0581,0.4611,29.7395,0.2685,23.6396,56.1669,6.6231,0.2138,7.2641,12.9723,15.3163,19.1909,15.4616,1.8902,1.3163,3.1646,4.4094,4.6094,6.9456,34.1008,3.5507,32.1094,27.4281,6.6728,16.2707,465.3992,1.5731,0.0003,0.0013,250.9994,0.8706,33.1814,149.727,137.1834,2240.0535,1519.6027,221.5251,2449.8066,682.8828,159.8241,18.9615,65.6315,1344.2748,145.8309,0.0
ARG_K,366.5612,29.3263,146.7564,74.387,40.6124,569.4878,135.6112,42.4188,105.452,56.6138,101.7342,173.998,141.3804,74.3739,58.7024,109.3544,96.3048,69.144,127.5494,103.2823,9.0885,68.9862,124.0696,143.7204,472.3195,1928.9444,1468.2143,5.2665,132.585,437.1034,18.4369,369.5142,107.2325,276.8053,164.2273,3986.1968,312.8494,590.213,295.2612,2971.0631,386.9901,382.0153,167.1159,315.867,0.0
ARG_L,1.6104,4.7228,57.0148,0.3997,0.0,19.5857,37.2594,7.3748,24.1308,28.7957,23.6651,21.0155,30.4592,9.984,2.9368,21.7383,25.9911,7.5018,24.2992,28.0249,1.1719,11.7841,2.8961,42.3319,0.0,166.2926,264.3296,0.2497,19.6475,4.37,2.8081,666.0166,44.9024,136.805,0.1359,143.8446,231.3557,221.5905,133.5993,185.49,340.1909,226.7274,0.3413,328.8065,0.0
ARG_M,258.3,27.0651,114.4312,60.6517,126.8413,1140.3709,144.5694,37.5168,112.8427,70.7703,287.8956,618.7438,176.8395,72.9338,58.9463,124.1515,223.5214,85.5594,177.1585,164.5907,12.8706,73.2966,293.2809,183.0843,327.1931,3019.3439,562.0732,1.6295,54.2229,203.2279,37.8181,1078.544,627.8841,696.9817,1107.3019,1829.903,352.0381,1489.5445,447.5658,657.7801,558.8791,840.6062,756.2423,559.0008,0.0
ARG_N,46.8323,19.8579,148.2568,152.8185,157.6816,330.9603,131.4276,14.5947,87.0707,121.7785,70.0525,165.786,67.7021,54.4695,13.5288,54.5231,46.8728,24.5521,85.9717,111.5153,7.6674,33.6787,93.3017,140.5281,512.7214,3692.0663,1016.4244,5.3232,460.1134,493.6459,55.8044,693.5313,151.787,791.036,399.6392,1093.1326,287.5031,629.956,384.0569,631.7583,446.7987,536.6134,267.8026,280.238,0.0
ARG_O,58.4922,5.8856,2.4594,15.7204,1.8869,6.6979,1.2709,0.7556,1.6575,7.0907,1.6433,2.4026,1.7216,1.1315,0.9322,1.3195,1.453,0.73,1.6705,1.1314,0.0918,0.7558,6.5453,2.0029,44.2193,233.0979,23.2981,0.0773,8.4348,9.0466,0.3661,3.9639,6.6735,15.2775,8.3433,37.6768,6.4185,24.4777,8.129,108.1459,6.7671,4.5653,33.4548,44.9616,0.0
ARG_P,2.9719,0.0445,90.9808,0.1855,0.0,38.8613,2.5791,0.0965,5.7137,35.9308,11.9618,24.0517,0.2936,8.8283,8.4708,3.1877,1.6833,0.6101,0.3215,3.4453,0.1326,0.0416,25.8189,0.122,0.0,5.4639,0.194,0.0387,1.3901,25.9489,0.0225,7.7925,5.558,0.4865,14.8589,0.0082,1.2128,50.8839,11.6655,37.8875,48.6478,7.5483,14.7485,112.4599,0.0
ARG_Q,32.9028,1.0154,29.7451,0.2388,0.1587,25.6294,5.9274,0.9714,4.7282,1.0499,4.0805,27.9534,6.2963,6.4864,0.8715,9.8428,15.0748,3.0742,7.0796,9.3578,0.1533,2.9235,0.874,4.8514,0.0,258.0792,17.6473,1.2227,57.7882,189.7795,0.669,10.1667,10.3644,21.1849,54.6553,61.3067,194.6755,711.4129,212.0174,200.6546,276.4691,5256.5081,10.3748,2112.6533,0.0
ARG_R,5.5049,0.0002,0.0,0.0011,0.0,73.3881,4.8756,0.1799,10.7013,0.0,22.0636,45.5313,0.548,16.5158,15.8453,5.9645,3.1923,1.1507,0.6057,6.4716,0.2445,0.0775,0.0008,0.0004,0.0,10.1334,25.3376,0.022,20.0977,22.3448,0.127,2.3091,54.0104,6.5553,0.0,31.5258,0.0,21.99,31.0255,44.6225,507.3586,26.7975,973.7806,769.2917,0.0
ARG_S,28.2777,0.0171,0.0622,0.2114,8.5424,10.735,2.7614,0.0192,6.4892,3.8173,2.8589,7.7768,0.7109,1.3798,4.4424,1.043,1.2766,1.4954,2.7456,3.632,0.0063,2.3557,0.3306,0.4685,8.2073,233.8156,68.8482,0.0051,64.9008,1.4758,0.1379,54.0143,11.3167,0.8543,55.7188,46.7887,57.1291,274.3449,25.9414,39.369,42.1418,202.7124,84.7536,106.8002,0.0
ARG_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
